sourceId,sourcePath,sourceVersion,historical,sourceSection,sourceBlock,markdownPath,sourceSha256
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Part VI — Assurance and operations,641,docs/archive/handbook-v1-1/52-part-vi-assurance-and-operations.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,47. Assurance profiles and isolation decisions,642,docs/archive/handbook-v1-1/47-assurance-profiles-and-isolation-decisions.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,48. Conformance framework and test execution,653,docs/archive/handbook-v1-1/48-conformance-framework-and-test-execution.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"49. Evidence, controls and authorization records",666,docs/archive/handbook-v1-1/49-evidence-controls-and-authorization-records.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"50. Logging, telemetry and time integrity",679,docs/archive/handbook-v1-1/50-logging-telemetry-and-time-integrity.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"51. Capacity, performance and capacity-on-demand operations",690,docs/archive/handbook-v1-1/51-capacity-performance-and-capacity-on-demand-operations.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,52. High availability and dependency failure behavior,701,docs/archive/handbook-v1-1/52-high-availability-and-dependency-failure-behavior.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"53. Recovery, bootstrap and failback runbooks",711,docs/archive/handbook-v1-1/53-recovery-bootstrap-and-failback-runbooks.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"54. Vulnerability, patch and support lifecycle",720,docs/archive/handbook-v1-1/54-vulnerability-patch-and-support-lifecycle.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,55. Incident response and scoped containment,729,docs/archive/handbook-v1-1/55-incident-response-and-scoped-containment.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"56. Lifecycle, retirement and secure disposal",738,docs/archive/handbook-v1-1/56-lifecycle-retirement-and-secure-disposal.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"57. Migration, portability and exit rehearsal",749,docs/archive/handbook-v1-1/57-migration-portability-and-exit-rehearsal.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Part VII — Governance and delivery,761,docs/archive/handbook-v1-1/64-part-vii-governance-and-delivery.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,58. Operating model and separation of duties,762,docs/archive/handbook-v1-1/58-operating-model-and-separation-of-duties.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"59. Change, exceptions and risk decisions",771,docs/archive/handbook-v1-1/59-change-exceptions-and-risk-decisions.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,60. Architecture review and onboarding gates,782,docs/archive/handbook-v1-1/60-architecture-review-and-onboarding-gates.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,61. Delivery roadmap and reference implementation,788,docs/archive/handbook-v1-1/61-delivery-roadmap-and-reference-implementation.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,62. Architecture acceptance and document release,797,docs/archive/handbook-v1-1/62-architecture-acceptance-and-document-release.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix A — Canonical object contract and API surface,804,docs/archive/handbook-v1-1/70-appendix-a-canonical-object-contract-and-api-surface.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix B — Worked requests and Terraform execution boundary,938,docs/archive/handbook-v1-1/71-appendix-b-worked-requests-and-terraform-execution-boundary.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix C — Complete normative requirement and verification index,951,docs/archive/handbook-v1-1/72-appendix-c-complete-normative-requirement-and-verification-index.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix D — Conformance test catalogue,969,docs/archive/handbook-v1-1/73-appendix-d-conformance-test-catalogue.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix E — Source/control traceability and responsibility,1531,docs/archive/handbook-v1-1/74-appendix-e-source-control-traceability-and-responsibility.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix F — Proposed local engineering parameters,1539,docs/archive/handbook-v1-1/75-appendix-f-proposed-local-engineering-parameters.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix G — Operational records and decision templates,1545,docs/archive/handbook-v1-1/76-appendix-g-operational-records-and-decision-templates.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix H — Primary sources and implementation references,1557,docs/archive/handbook-v1-1/77-appendix-h-primary-sources-and-implementation-references.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,Appendix I — Glossary,1683,docs/archive/handbook-v1-1/78-appendix-i-glossary.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
HB11,reference/migration-source-documents/Handbook_v1_1.docx,Draft v1.1,True,"Appendix J — Audit closure, migration and release checks",1685,docs/archive/handbook-v1-1/79-appendix-j-audit-closure-migration-and-release-checks.md,afbe9313dda4c68d5bb3af9ae6e9fcb5f098894c59e5f443270795bf2f9c21a1
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,Executive determination,3,docs/archive/audit-v1-1/01-executive-determination.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,"Scope, method and confirmed improvements",10,docs/archive/audit-v1-1/02-scope-method-and-confirmed-improvements.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F01  |  Reference identity does not preserve tenant namespace,24,docs/archive/audit-v1-1/03-f01-reference-identity-does-not-preserve-tenant-namespace.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F02  |  Cross-object consistency checks do not cover the complete graph,31,docs/archive/audit-v1-1/04-f02-cross-object-consistency-checks-do-not-cover-the-complete-graph.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F03  |  IPv6-only is offered but cannot be represented end to end,39,docs/archive/audit-v1-1/05-f03-ipv6-only-is-offered-but-cannot-be-represented-end-to-end.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F04  |  Reference DNS service is UDP-only,46,docs/archive/audit-v1-1/06-f04-reference-dns-service-is-udp-only.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F05  |  FlowProfile protocol semantics remain incomplete,54,docs/archive/audit-v1-1/07-f05-flowprofile-protocol-semantics-remain-incomplete.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F06  |  Security-sensitive profile approval is not a consistent contract,61,docs/archive/audit-v1-1/08-f06-security-sensitive-profile-approval-is-not-a-consistent-contract.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F07  |  Qualification lifecycle differs between prose and schema,69,docs/archive/audit-v1-1/09-f07-qualification-lifecycle-differs-between-prose-and-schema.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F08  |  Qualification record cannot fully express QUAL-001,76,docs/archive/audit-v1-1/10-f08-qualification-record-cannot-fully-express-qual-001.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F09  |  Evidence validation accepts incomplete readiness assertions,84,docs/archive/audit-v1-1/11-f09-evidence-validation-accepts-incomplete-readiness-assertions.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F10  |  Per-control evidence trace is described but not contracted,91,docs/archive/audit-v1-1/12-f10-per-control-evidence-trace-is-described-but-not-contracted.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F11  |  PlacementProfile does not express required location distinctions,99,docs/archive/audit-v1-1/13-f11-placementprofile-does-not-express-required-location-distinctions.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F12  |  API lifecycle is not closed over the required object graph,106,docs/archive/audit-v1-1/14-f12-api-lifecycle-is-not-closed-over-the-required-object-graph.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F13  |  Breaking-change policy and API version naming disagree,114,docs/archive/audit-v1-1/15-f13-breaking-change-policy-and-api-version-naming-disagree.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F14  |  Reference validation needs explicit coverage tiers and stronger negatives,121,docs/archive/audit-v1-1/16-f14-reference-validation-needs-explicit-coverage-tiers-and-stronger-negatives.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F15  |  Printed control-family crosswalk omits existing catalogue mappings,129,docs/archive/audit-v1-1/17-f15-printed-control-family-crosswalk-omits-existing-catalogue-mappings.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F16  |  Requirement-to-test links do not yet prove assertion-level coverage,136,docs/archive/audit-v1-1/18-f16-requirement-to-test-links-do-not-yet-prove-assertion-level-coverage.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F17  |  Qualification and portability need separate test applicability rules,144,docs/archive/audit-v1-1/19-f17-qualification-and-portability-need-separate-test-applicability-rules.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F18  |  Cadence and execution-status records need reconciliation,151,docs/archive/audit-v1-1/20-f18-cadence-and-execution-status-records-need-reconciliation.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F19  |  Document fencing and pre/post-activation verification explicitly,159,docs/archive/audit-v1-1/21-f19-document-fencing-and-pre-post-activation-verification-explicitly.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F20  |  Add one end-to-end service materialization contract,166,docs/archive/audit-v1-1/22-f20-add-one-end-to-end-service-materialization-contract.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F21  |  Complete protocol-profile and standards-adoption traceability,174,docs/archive/audit-v1-1/23-f21-complete-protocol-profile-and-standards-adoption-traceability.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F22  |  Make the release build and source evidence reproducible,181,docs/archive/audit-v1-1/24-f22-make-the-release-build-and-source-evidence-reproducible.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,"F23  |  Improve reader navigation and verification evidence, not page count",189,docs/archive/audit-v1-1/25-f23-improve-reader-navigation-and-verification-evidence-not-page-count.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,F24  |  Define completion independently for each delivered layer,196,docs/archive/audit-v1-1/26-f24-define-completion-independently-for-each-delivered-layer.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
AUD11,reference/migration-source-documents/Independent_Audit_v1_1.docx,Audit of Draft v1.1,True,Evidence inventory and external checks,204,docs/archive/audit-v1-1/27-evidence-inventory-and-external-checks.md,cd901aaf004d45cf29ffe14ff955a0c9cf81f668be674e8d4de8c590303c62d8
REV12,reference/migration-source-documents/Content_Review_v1_2.docx,Review of the 45-page v1.2 editorial branch,True,1. Chapter-by-chapter content disposition,11,docs/archive/content-review-v1-2/1-chapter-by-chapter-content-disposition.md,8ddf5ff71f4779a15e56ed3708ace1f8315116ed1e6c9ce1f6a73276d7101a89
REV12,reference/migration-source-documents/Content_Review_v1_2.docx,Review of the 45-page v1.2 editorial branch,True,2. Appendix disposition,33,docs/archive/content-review-v1-2/2-appendix-disposition.md,8ddf5ff71f4779a15e56ed3708ace1f8315116ed1e6c9ce1f6a73276d7101a89
REV12,reference/migration-source-documents/Content_Review_v1_2.docx,Review of the 45-page v1.2 editorial branch,True,3. Prior requirement-identifier disposition,36,docs/archive/content-review-v1-2/3-prior-requirement-identifier-disposition.md,8ddf5ff71f4779a15e56ed3708ace1f8315116ed1e6c9ce1f6a73276d7101a89
REV12,reference/migration-source-documents/Content_Review_v1_2.docx,Review of the 45-page v1.2 editorial branch,True,4. Architectural review and scope checks,59,docs/archive/content-review-v1-2/4-architectural-review-and-scope-checks.md,8ddf5ff71f4779a15e56ed3708ace1f8315116ed1e6c9ce1f6a73276d7101a89
REV12,reference/migration-source-documents/Content_Review_v1_2.docx,Review of the 45-page v1.2 editorial branch,True,5. Remaining implementation boundaries,63,docs/archive/content-review-v1-2/5-remaining-implementation-boundaries.md,8ddf5ff71f4779a15e56ed3708ace1f8315116ed1e6c9ce1f6a73276d7101a89
