assertion_id,requirement_id,source_requirement,assertion_focus,focus_semantics,source_sections,responsible_role,enforcement_location,implementation_disposition,artifacts,required_configuration,verification_procedures,verification_method,evidence_level,observed_native_evidence,remaining_dependency,applicability,allocation_status
ZIP-006/A05,ZIP-006,"Each ZIP SHALL record its two zone authorities, joint approval, required security functions, management authority, heightened posture, session-revocation behavior and current evidence.",heightened posture,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: heightened posture,CT-067; CT-077; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-006/A06,ZIP-006,"Each ZIP SHALL record its two zone authorities, joint approval, required security functions, management authority, heightened posture, session-revocation behavior and current evidence.",session-revocation behavior,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: session-revocation behavior,CT-067; CT-077; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-006/A07,ZIP-006,"Each ZIP SHALL record its two zone authorities, joint approval, required security functions, management authority, heightened posture, session-revocation behavior and current evidence.",current evidence,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: current evidence,CT-067; CT-077; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-007/A01,ZIP-007,A distributed or shared-infrastructure ZIP SHALL be qualified against the same required security outcomes as a dedicated edge; any unsupported mandatory function SHALL make that realization ineligible.,A distributed or shared-infrastructure ZIP SHALL be qualified against the same required security outcomes as a dedicated edge,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Platform engineering,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: A distributed or shared-infrastructure ZIP SHALL be qualified against the same required security outcomes as a dedicated edge,CT-003; CT-023; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-007/A02,ZIP-007,A distributed or shared-infrastructure ZIP SHALL be qualified against the same required security outcomes as a dedicated edge; any unsupported mandatory function SHALL make that realization ineligible.,any unsupported mandatory function SHALL make that realization ineligible.,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Platform engineering,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: any unsupported mandatory function SHALL make that realization ineligible.,CT-003; CT-023; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
MGT-001/A01,MGT-001,Tenant workload networks SHALL have no direct route to infrastructure management interfaces.,Tenant workload networks SHALL have no direct route to infrastructure management interfaces.,Exact source span under the complete requirement; not a replacement normative statement,RA §6; RA §13,Management operations,"Physical/OOB interfaces, management routes, remote-access boundary and privileged identity service",EXTERNAL_NATIVE_FOUNDATION_REQUIRED,docs/engineering/TAD.md; tools/nsx_observe.py; tools/nutanix_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: Tenant workload networks SHALL have no direct route to infrastructure management interfaces.,CT-004; CT-026,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Readback tools do not construct management separation, hardened admin paths, supplier access, hardware OOB or independently recoverable identity. Native foundation implementation and path/role tests are absent.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
MGT-002/A01,MGT-002,Administrative access SHALL originate from an authorized management access path and traverse management-specific security controls.,Administrative access SHALL originate from an authorized management access path and traverse management-specific security controls.,Exact source span under the complete requirement; not a replacement normative statement,RA §6; RA §13,Management operations,"Physical/OOB interfaces, management routes, remote-access boundary and privileged identity service",EXTERNAL_NATIVE_FOUNDATION_REQUIRED,docs/engineering/TAD.md; tools/nsx_observe.py; tools/nutanix_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: Administrative access SHALL originate from an authorized management access path and traverse management-specific security controls.,CT-026; CT-027,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Readback tools do not construct management separation, hardened admin paths, supplier access, hardware OOB or independently recoverable identity. Native foundation implementation and path/role tests are absent.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
MGT-003/A01,MGT-003,"Automation identities used to manage tenant workloads SHALL be separated from identities able to modify the physical fabric, security edge, or management foundation.","Automation identities used to manage tenant workloads SHALL be separated from identities able to modify the physical fabric, security edge, or management foundation.",Exact source span under the complete requirement; not a replacement normative statement,RA §6; RA §13,Automation platform,"Physical/OOB interfaces, management routes, remote-access boundary and privileged identity service",EXTERNAL_NATIVE_FOUNDATION_REQUIRED,docs/engineering/TAD.md; tools/nsx_observe.py; tools/nutanix_observe.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Automation identities used to manage tenant workloads SHALL be separated from identities able to modify the physical fabric, security edge, or management foundation.",CT-019; CT-044,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Readback tools do not construct management separation, hardened admin paths, supplier access, hardware OOB or independently recoverable identity. Native foundation implementation and path/role tests are absent.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
MGT-004/A01,MGT-004,"Break-glass access SHALL be separately controlled, strongly authenticated, logged, time-bounded where feasible, and periodically tested.",controlled,Exact source span under the complete requirement; not a replacement normative statement,RA §6; RA §13,Management operations,"Physical/OOB interfaces, management routes, remote-access boundary and privileged identity service",EXTERNAL_NATIVE_FOUNDATION_REQUIRED,docs/engineering/TAD.md; tools/nsx_observe.py; tools/nutanix_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: controlled,CT-027; CT-079,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Readback tools do not construct management separation, hardened admin paths, supplier access, hardware OOB or independently recoverable identity. Native foundation implementation and path/role tests are absent.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
MGT-004/A02,MGT-004,"Break-glass access SHALL be separately controlled, strongly authenticated, logged, time-bounded where feasible, and periodically tested.",strongly authenticated,Exact source span under the complete requirement; not a replacement normative statement,RA §6; RA §13,Management operations,"Physical/OOB interfaces, management routes, remote-access boundary and privileged identity service",EXTERNAL_NATIVE_FOUNDATION_REQUIRED,docs/engineering/TAD.md; tools/nsx_observe.py; tools/nutanix_observe.py,Site engineering must name the actual native object/role/service and its accepted settings for: strongly authenticated,CT-027; CT-079,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Readback tools do not construct management separation, hardened admin paths, supplier access, hardware OOB or independently recoverable identity. Native foundation implementation and path/role tests are absent.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
